length,charge,hydrophobicity,max_identity
51,24,-2.2627450980392156,80.2
11,4,0.036363636363636216,0.0
99,2,0.010101010101010046,95.3
55,9,-0.9036363636363635,93.5
95,-8,-0.2621052631578948,90.6
89,12,-0.5719101123595506,93.8
13,5,-0.6076923076923075,0.0
99,-9,0.03535353535353535,91.3
17,7,0.4764705882352941,0.0
57,1,-1.8578947368421053,0.0
23,6,-1.726086956521739,100.0
89,8,-0.8370786516853934,93.8
84,4,-0.5178571428571429,89.6
95,-4,-0.06315789473684198,92.8
12,6,-1.4333333333333333,0.0
89,8,-0.8370786516853934,93.8
88,8,-0.8022727272727274,94.0
14,6,-1.7785714285714285,0.0
98,-4,-0.06122448979591835,92.8
14,1,-0.14285714285714282,0.0
98,-1,1.0979591836734692,89.2
65,5,-0.32153846153846155,92.9
13,1,0.25384615384615383,0.0
11,-1,0.18181818181818177,0.0
68,-1,-0.36176470588235293,96.9
44,16,-1.1886363636363637,88.8
84,1,-0.024999999999999994,93.4
27,7,-1.07037037037037,0.0
13,4,-1.8923076923076922,0.0
12,1,-0.35833333333333334,0.0
89,7,-0.6460674157303371,93.2
89,-3,-0.6191011235955055,88.7
44,16,-1.5545454545454545,87.6
99,-3,-0.16666666666666663,94.2
14,2,0.19285714285714292,0.0
69,-5,-0.8855072463768117,89.5
98,-1,1.0979591836734692,89.2
76,1,-0.6934210526315789,100.0
98,-1,1.1836734693877553,88.4
11,-1,0.209090909090909,0.0
18,9,-2.4,0.0
11,-1,-0.7363636363636364,0.0
99,2,0.010101010101010046,95.3
57,2,-0.3877192982456141,93.3
49,10,-1.510204081632653,98.6
99,2,0.010101010101010046,95.3
95,-11,0.07473684210526321,93.6
96,-1,-0.10520833333333339,93.1
60,0,-0.3783333333333333,97.5
65,5,-0.6292307692307693,92.3
12,-1,0.06666666666666658,0.0
27,1,0.28888888888888886,94.8
100,10,-0.3379999999999999,94.3
28,6,-0.5785714285714285,100.0
95,-4,-0.06315789473684198,92.8
93,-12,-0.24516129032258066,94.7
95,-6,-0.4136842105263157,91.2
95,-5,0.09052631578947373,93.5
98,-2,0.6673469387755102,93.3
84,3,-0.22380952380952376,96.0
89,7,-0.5955056179775281,93.6
100,10,-0.3379999999999999,94.3
30,6,-2.5833333333333335,83.9
72,3,-0.1013888888888889,97.4
89,-3,-0.4370786516853932,89.3
96,-3,0.07187499999999995,92.4
20,1,-0.10500000000000002,88.1
98,-4,-0.06122448979591835,92.8
98,-2,1.2591836734693878,86.3
99,-9,0.06363636363636369,93.3
52,-2,0.021153846153846044,97.7
93,7,-0.43655913978494626,92.5
64,4,-0.046875,100.0
49,11,-1.1918367346938774,100.0
95,-8,-0.2621052631578948,90.6
56,10,-0.8678571428571429,96.7
49,8,-1.0653061224489797,100.0
89,8,-0.698876404494382,92.7
88,4,-0.5375,96.7
14,-2,1.1285714285714288,0.0
98,9,-0.4755102040816327,90.1
78,12,-0.6397435897435897,94.4
89,10,-0.6719101123595506,93.4
95,-7,-0.10210526315789466,92.6
60,0,-0.3783333333333333,97.5
74,6,-0.6256756756756757,100.0
100,-2,-0.525,90.3
96,10,-0.6177083333333333,92.8
89,10,-0.8853932584269663,92.1
17,0,0.31176470588235294,0.0
87,8,-0.93448275862069,93.4
18,2,1.788888888888889,0.0
23,6,-1.726086956521739,100.0
76,5,-0.39605263157894727,93.5
95,-11,0.07473684210526321,93.6
55,10,-0.6199999999999999,92.6
100,-9,-0.12999999999999992,94.0
14,-2,1.1285714285714288,0.0
60,4,-0.4816666666666667,90.5
12,7,-3.0,0.0
64,4,-0.046875,100.0
56,14,-0.8821428571428571,92.7
15,4,0.5333333333333333,0.0
96,-9,0.08645833333333332,91.2
89,7,-0.6460674157303371,93.2
49,11,-1.0979591836734692,100.0
14,-5,0.16428571428571434,0.0
12,6,-1.9666666666666666,0.0
35,0,-1.5,93.7
24,4,-0.008333333333333304,89.1
47,-4,-0.43617021276595747,98.1
100,-9,-0.12999999999999992,94.0
89,11,-0.6842696629213482,93.6
89,6,-0.7404494382022473,94.7
63,1,-0.18571428571428575,97.1
21,6,0.20476190476190476,0.0
89,10,-0.6584269662921348,92.1
68,7,-1.0264705882352942,85.3
99,-8,-0.1101010101010101,93.0
12,0,0.5416666666666665,0.0
17,6,-1.288235294117647,100.0
82,0,1.0170731707317073,89.0
65,5,-0.32153846153846155,92.9
87,8,-0.93448275862069,93.4
27,7,-1.07037037037037,0.0
45,1,-0.731111111111111,78.4
11,6,-2.009090909090909,0.0
88,-1,-0.39545454545454545,90.2
82,4,0.22560975609756093,87.6
20,15,-3.655,0.0
87,8,-0.8620689655172417,92.2
85,1,-0.3564705882352941,97.7
49,9,-0.3755102040816327,98.6
80,-2,-0.18000000000000005,96.0
88,10,-0.8113636363636364,92.4
87,-5,0.17126436781609197,97.8
98,0,-0.3581632653061225,94.3
15,2,-2.0733333333333333,100.0
21,7,-0.7428571428571424,0.0
100,11,-0.3809999999999999,93.2
96,-2,-0.3166666666666666,94.2
96,10,-0.6177083333333333,92.8
56,11,-1.4499999999999997,99.0
49,11,-1.1918367346938774,100.0
88,10,-0.9772727272727273,93.2
97,-6,0.007216494845360884,93.0
49,8,-1.0653061224489797,100.0
95,-6,-0.11368421052631576,91.7
69,-8,-1.1318840579710145,89.0
14,-2,1.1285714285714288,0.0
87,-4,0.4574712643678158,89.2
82,4,0.22560975609756093,87.6
95,-5,-0.43473684210526314,95.6
89,8,-0.7887640449438205,90.8
95,-7,0.07789473684210528,91.5
49,7,-0.9122448979591836,100.0
14,-2,1.1285714285714288,0.0
98,-1,1.3510204081632653,85.1
25,8,-2.3040000000000003,0.0
13,4,0.06153846153846166,0.0
89,6,-0.5539325842696629,94.0
19,5,-1.2052631578947366,89.6
98,-2,-0.37040816326530607,94.7
55,4,-0.30181818181818176,93.9
49,9,-0.3755102040816327,98.6
65,12,-0.20615384615384608,91.8
100,-7,0.171,93.0
97,-2,-0.2989690721649484,92.1
99,-9,0.03535353535353535,91.3
39,4,-0.47692307692307695,91.1
64,9,-0.5374999999999999,83.9
14,0,-2.1357142857142857,0.0
99,2,1.3777777777777778,82.7
89,17,-0.6168539325842697,81.9
96,-8,-0.13229166666666664,89.8
22,10,-2.272727272727272,0.0
95,-3,-0.37684210526315787,97.5
11,-1,0.209090909090909,0.0
95,-7,0.07789473684210528,91.5
63,1,-0.18571428571428575,97.1
80,-4,-0.43125,88.9
99,-7,-0.10000000000000002,93.0
95,-11,0.07473684210526321,93.6
67,4,-0.6194029850746269,100.0
98,0,-0.3581632653061225,94.3
49,9,-1.2959183673469388,100.0
89,7,-0.6460674157303371,93.2
63,12,-0.4365079365079365,100.0
84,1,-0.024999999999999994,93.4
89,6,-0.750561797752809,92.7
89,-2,-0.45842696629213486,89.3
94,-1,-0.32446808510638303,94.9
30,12,-1.4533333333333334,82.2
100,-8,-0.3099999999999999,90.8
49,8,-1.0653061224489797,100.0
39,4,-0.47692307692307695,91.1
94,-2,-0.16808510638297877,94.5
95,-8,0.1357894736842105,93.6
98,-2,-0.37040816326530607,94.7
80,-1,-0.5674999999999999,95.0
20,-3,-0.095,92.4
45,18,-1.1622222222222225,88.1
95,-7,-0.3010526315789474,95.0
12,2,0.15,0.0
99,2,0.010101010101010046,95.3
98,-3,1.3428571428571427,88.4
100,-9,-0.12999999999999992,94.0
15,1,0.09333333333333332,0.0
61,4,-0.14262295081967216,94.7
92,-7,-0.675,88.2
97,-1,0.05257731958762888,90.4
49,10,-0.6714285714285714,96.9
15,2,0.6466666666666666,100.0
95,-9,-0.2231578947368421,94.9
